eval_set,range,cut,baseline,n,sparsa_mean,baseline_mean,paired_delta,ci_low,ci_high
eval-val,medium,R,marinfold-exp232-decontam-m1-p02-step145199,97,0.2843622039783018,0.48665479142919366,-0.20229258745089182,-0.24360802764653805,-0.1621947677246788
eval-val,medium,R,marinfold-exp199-cw-p06-cool-step290400,97,0.2843622039783018,0.5878675550426963,-0.30350535106439447,-0.34534882411749784,-0.26283619120924756
eval-val,short,AUC,marinfold-exp232-decontam-m2-p06-step145199,97,0.9152306160777482,0.9453300355095958,-0.030099419431847456,-0.04019768404142683,-0.019735936590681416
eval-val,short,AUC,marinfold-exp232-decontam-m1-p02-step145199,97,0.9152306160777482,0.9390017664730169,-0.023771150395268812,-0.03451974256538936,-0.012931251412670687
eval-val,short,AUC,marinfold-exp199-cw-p06-cool-step290400,97,0.9152306160777482,0.9581891619095083,-0.04295854583176013,-0.05411768159507939,-0.03081023016313272
eval-val,short,L,marinfold-exp232-decontam-m2-p06-step145199,97,0.10238795336924739,0.11408484861626109,-0.011696895247013691,-0.01481574234993531,-0.008706990108100096
eval-val,short,L,marinfold-exp232-decontam-m1-p02-step145199,97,0.10238795336924739,0.11294404694829567,-0.010556093579048305,-0.013601765541760829,-0.007611789012233506
eval-val,short,L,marinfold-exp199-cw-p06-cool-step290400,97,0.10238795336924739,0.11751260950467037,-0.015124656135422992,-0.018424114493697043,-0.011906202177825741
eval-val,short,L/2,marinfold-exp232-decontam-m2-p06-step145199,97,0.16530900797847323,0.20948387026353602,-0.04417486228506277,-0.053230778855103356,-0.03498113662051634
eval-val,short,L/2,marinfold-exp232-decontam-m1-p02-step145199,97,0.16530900797847323,0.20113507122046842,-0.03582606324199518,-0.04510130991201214,-0.026459640048264354
eval-val,short,L/2,marinfold-exp199-cw-p06-cool-step290400,97,0.16530900797847323,0.22172340705740418,-0.056414399078930956,-0.06668299168460909,-0.046762304949422656
eval-val,short,L/5,marinfold-exp232-decontam-m2-p06-step145199,97,0.28643356871712483,0.4306684366894885,-0.14423486797236373,-0.16987572125445297,-0.12069074922573057
eval-val,short,L/5,marinfold-exp232-decontam-m1-p02-step145199,97,0.28643356871712483,0.4082365425259718,-0.12180297380884697,-0.14826421544066448,-0.09834187531359535
eval-val,short,L/5,marinfold-exp199-cw-p06-cool-step290400,97,0.28643356871712483,0.4695888914762416,-0.18315532275911683,-0.2136561987237395,-0.15489379655605814
eval-val,short,R,marinfold-exp232-decontam-m2-p06-step145199,97,0.36560624369954275,0.5649459093770612,-0.19933966567751854,-0.232469376698787,-0.16692435086176133
eval-val,short,R,marinfold-exp232-decontam-m1-p02-step145199,97,0.36560624369954275,0.5348210445487965,-0.16921480084925364,-0.20090520167825396,-0.1375693687558909
eval-val,short,R,marinfold-exp199-cw-p06-cool-step290400,97,0.36560624369954275,0.6313099904216766,-0.2657037467221338,-0.3000715619978349,-0.2309614435664141
